Product Name,SKU,Barcode,Description,Category,Cost Price (₦),Selling Price (₦),Stock Qty,Reorder Level,Reorder Qty,Tax Rate (%),Active
LINAJEN 5MG BLISTER,LINAJEN5MGBL-2113,,,PHARMACY,4933.33,6700.00,4,5,0,7.5,TRUE
LINCOMYCIN CAPS 500MG PACK GENERIC,LINCOMYCINCA-2114,,,PHARMACY,1300.00,2000.00,2,5,0,7.5,TRUE
LINEKER CHOCOLATE,LINEKERCHOCO-2115,,,CHOCOLATES,229.17,750.00,0,5,0,7.5,TRUE
LINO CHOCOLATE,LINOCHOCOLAT-2116,,,CHOCOLATES,187.50,300.00,4,5,0,7.5,TRUE
LIP BALM,LIPBALM-2117,,,HOUSEHOLD ITEMS,361.11,500.00,0,5,0,7.5,TRUE
LIPITOR TABS 10MG X 30 BLISTER,LIPITORTABS1-2118,,,System,7661.67,10300.00,2,5,0,7.5,TRUE
LIPITOR TABS 20MG X 30 BLISTER,LIPITORTABS2-2119,,,System,7661.67,10400.00,9,5,0,7.5,TRUE
LIPITOR TABS 40MG X 30 BLISTER,LIPITORTABS4-2120,,,System,7661.67,10400.00,6,5,0,7.5,TRUE
LIPOTRIAD DRY EYES X 60 CAPS JAR,LIPOTRIADDRY-2121,,,PHARMACY,9950.00,12900.00,0,5,0,7.5,TRUE
LIQUID IRON SYR 100ML BOTTLE,LIQUIDIRONSY-2122,,,PHARMACY,670.00,900.00,14,5,0,7.5,TRUE
LIQUID IRON SYR 200ML BOTTLE,LIQUIDIRONSY-2123,,,HOUSEHOLD ITEMS,1050.00,1600.00,10,5,0,7.5,TRUE
LIQUID PARAFFIN (MOKO) SYR  200 BOTTLE,LIQUIDPARAFF-2124,,,PHARMACY,1442.00,2000.00,20,5,0,7.5,TRUE
LIQUID PARAFIN SYR GALWAYS,LIQUIDPARAFI-2125,,,PHARMACY,1295.00,1700.00,0,5,0,7.5,TRUE
LIQUID QUININE (MOKO)  SYR 200M BOTTLE,LIQUIDQUININ-2126,,,PHARMACY,692.00,900.00,4,5,0,7.5,TRUE
LISINOPRIL (BRISTOL) TABS 20MG BLISTER,LISINOPRILBR-2127,,,PHARMACY,0.00,350.00,0,5,0,7.5,TRUE
LISINOPRIL (POCCO)  TABS 10MG X BLISTER,LISINOPRILPO-2128,,,PHARMACY,275.56,550.00,29,5,0,7.5,TRUE
LISINOPRIL (POCCO)  TABS 5MG X BLISTER,LISINOPRILPO-2129,,,PHARMACY,219.02,300.00,0,5,0,7.5,TRUE
LISINOPRIL (POCCO) 5MG X 28,LISINOPRILPO-2130,,,PHARMACY,220.00,300.00,11,5,0,7.5,TRUE
LISINOPRIL (TEVA) TABS 10MG X 2 BLISTER,LISINOPRILTE-2131,,,PHARMACY,1000.00,1500.00,48,5,0,7.5,TRUE
LISINOPRIL (TEVA) TABS 20MG X 2 BLISTER,LISINOPRILTE-2132,,,PHARMACY,1500.00,2500.00,40,5,0,7.5,TRUE
LISINOPRIL (TEVA) TABS 5MG X 28 BLISTER,LISINOPRILTE-2133,,,PHARMACY,1100.00,1500.00,29,5,0,7.5,TRUE
LISINOPRIL 10MG BLISTER ZISTY BLISTER,LISINOPRIL10-2134,,,PHARMACY,370.00,500.00,60,5,0,7.5,TRUE
LISINOPRIL CRESENT 20MG SACHET,LISINOPRILCR-2135,,,PHARMACY,725.00,1000.00,12,5,0,7.5,TRUE
LISINOPRIL PHARMAMAX  TABS 10MG BLISTER,LISINOPRILPH-2136,,,PHARMACY,483.08,700.00,131,5,0,7.5,TRUE
LISINOPRIL PHARMAMAX TABS 5MG BLISTER,LISINOPRILPH-2137,,,PHARMACY,409.69,600.00,62,5,0,7.5,TRUE
LISITAB 10MG BLISTER,LISITAB10MGB-2138,,,PHARMACY,275.00,400.00,40,5,0,7.5,TRUE
LISTERINE MOUTH WASH 250ML BOTTLE,LISTERINEMOU-2139,,,HOUSEHOLD ITEMS,3750.00,4300.00,8,5,0,7.5,TRUE
LISTERINE MOUTH WASH 500ML JAR,LISTERINEMOU-2140,,,HOUSEHOLD ITEMS,5833.33,6700.00,8,5,0,7.5,TRUE
LIVE JAR,LIVEJAR-2141,,,PHARMACY,0.00,0.00,0,5,0,7.5,TRUE
LIVER DEFENSE ORGANIC HEALTH PACK,LIVERDEFENSE-2142,,,PHARMACY,3500.00,4300.00,0,5,0,7.5,TRUE
LIVITHER 80/480,LIVITHER8048-2143,,,PHARMACY,350.00,500.00,0,5,0,7.5,TRUE
LIVOLIN FORTE X 30 CAPS PACK,LIVOLINFORTE-2144,,,PHARMACY,8595.00,11800.00,0,5,0,7.5,TRUE
LODIUM CAPS 2MG X 10 PACK,LODIUMCAPS2M-2145,,,PHARMACY,420.00,700.00,0,5,0,7.5,TRUE
LODIUM CAPS 2MG X 100 BLISTER,LODIUMCAPS2M-2146,,,PHARMACY,177.00,500.00,223,5,0,7.5,TRUE
LOFNAC GEL TUBE X12,LOFNACGELTUB-2147,,,PHARMACY,720.00,1000.00,11,5,0,7.5,TRUE
LOFNAC PLUS TABS PACK,LOFNACPLUSTA-2148,,,PHARMACY,260.00,400.00,33,5,0,7.5,TRUE
LOFNAC ROLL ON,LOFNACROLLON-2149,,,PHARMACY,1800.00,2500.00,3,5,0,7.5,TRUE
LOFNAC SUPP  PER PIECE,LOFNACSUPPPE-2150,,,PHARMACY,380.00,700.00,76,5,0,7.5,TRUE
LOFNAC TABS 100MG PACK,LOFNACTABS10-2151,,,PHARMACY,180.00,300.00,53,5,0,7.5,TRUE
LOKMAL DISPERSIBLE X 6 TABS SACHET,LOKMALDISPER-2152,,,PHARMACY,490.00,900.00,70,5,0,7.5,TRUE
LOKMAL QS ADULT  TABS X 6 PACK,LOKMALQSADUL-2153,,,PHARMACY,1250.00,1800.00,47,5,0,7.5,TRUE
LOKMAL SUSP  60ML BOTTLE,LOKMALSUSP60-2154,,,PHARMACY,1500.00,2000.00,35,5,0,7.5,TRUE
LOKMAL TAB 20/120 X24,LOKMALTAB201-2155,,,PHARMACY,1209.86,1700.00,0,5,0,7.5,TRUE
LONART DISPERSIBLE TABS 20MG/120 X6,LONARTDISPER-2156,,,PHARMACY,0.00,300.00,0,5,0,7.5,TRUE
LONART DS TABS 80/480MG PACK,8906009238180,,,PHARMACY,2200.00,3200.00,342,5,0,7.5,TRUE
LONART SUSP  60ML BOTTLE,LONARTSUSP60-2158,,,PHARMACY,3100.00,4500.00,35,5,0,7.5,TRUE
LONART X 12 TABS PACK,LONARTX12TAB-2159,,,PHARMACY,800.00,1000.00,1,5,0,7.5,TRUE
LONART X 18 TABS PACK,LONARTX18TAB-2160,,,PHARMACY,800.00,1200.00,21,5,0,7.5,TRUE
LONART X 24 TABS PACK,LONARTX24TAB-2161,,,PHARMACY,700.00,1200.00,62,5,0,7.5,TRUE
LONDON GOLD JUNIOR TOOTHBRUSH PCS,LONDONGOLDJU-2162,,,HOUSEHOLD ITEMS,0.00,150.00,0,5,0,7.5,TRUE
LONDON GOLD LOVERS 2 IN 1 TOOTH PCS,LONDONGOLDLO-2163,,,HOUSEHOLD ITEMS,0.00,200.00,0,5,0,7.5,TRUE
LONDON GOLD TOOTHBRUSH WITH CAS BOX,LONDONGOLDTO-2164,,,HOUSEHOLD ITEMS,0.00,0.00,0,5,0,7.5,TRUE
LONGRICH TOOTHPASTE X 1 PACK,LONGRICHTOOT-2165,,,HOUSEHOLD ITEMS,5700.00,6900.00,14,5,0,7.5,TRUE
LOPERAMIDE (LOPRAMAX),LOPERAMIDELO-2166,,,PHARMACY,120.00,400.00,152,5,0,7.5,TRUE
LORANAX TABS BLISTER,LORANAXTABSB-2167,,,PHARMACY,200.00,500.00,53,5,0,7.5,TRUE
LORATADINE SYR AFRAB 100ML,LORATADINESY-2168,,,PHARMACY,880.00,1300.00,12,5,0,7.5,TRUE
LORATADINE SYR AFRAB 60ML,LORATADINESY-2169,,,PHARMACY,650.00,1000.00,58,5,0,7.5,TRUE
LORATADINE TAB AFRAB BLISTER,LORATADINETA-2170,,,PHARMACY,119.50,300.00,93,5,0,7.5,TRUE
LORATYN TABS 10MG HOVID BLISTER,LORATYNTABS1-2171,,,PHARMACY,655.50,1000.00,333,5,0,7.5,TRUE
LOSARTAN (MULTICHRIS)   50MG X SACHET,LOSARTANMULT-2172,,,PHARMACY,495.00,750.00,2,5,0,7.5,TRUE
LOSARTAN (TEVA)  TABS 100MG X 2 BLISTER,LOSARTANTEVA-2173,,,PHARMACY,1750.00,2500.00,12,5,0,7.5,TRUE
LOSARTAN 100MG BLISTER ANYITEX,LOSARTAN100M-2174,,,PHARMACY,800.00,1200.00,6,5,0,7.5,TRUE
LOSARTAN 100MG HEARTLIC BLISTER,LOSARTAN100M-2175,,,PHARMACY,550.00,800.00,0,5,0,7.5,TRUE
LOSARTAN 100MG POCCO BLISTER,LOSARTAN100M-2176,,,PHARMACY,850.00,1300.00,0,5,0,7.5,TRUE
LOSARTAN 25MG LIFEBACK BLISTER,LOSARTAN25MG-2177,,,PHARMACY,533.33,800.00,38,5,0,7.5,TRUE
LOSARTAN 25MG POCCO BLISTER,LOSARTAN25MG-2178,,,PHARMACY,440.00,600.00,4,5,0,7.5,TRUE
LOSARTAN 25MG TAB X 28 TEVA BLISTER,LOSARTAN25MG-2179,,,PHARMACY,1250.00,1900.00,12,5,0,7.5,TRUE
LOSARTAN 50MG ANTILA/ZMC BLISTER,LOSARTAN50MG-2180,,,PHARMACY,500.00,700.00,66,5,0,7.5,TRUE
LOSARTAN 50MG BLISTER ANYITEX,LOSARTAN50MG-2181,,,PHARMACY,500.00,700.00,0,5,0,7.5,TRUE
LOSARTAN 50MG BLISTER LIFEBACK,LOSARTAN50MG-2182,,,PHARMACY,566.67,800.00,115,5,0,7.5,TRUE
LOSARTAN 50MG POCCO BLISTER,LOSARTAN50MG-2183,,,PHARMACY,575.00,800.00,12,5,0,7.5,TRUE
LOSARTAN(TEVA) TABS 50MG X 28 BLISTER,LOSARTANTEVA-2184,,,PHARMACY,1847.50,2500.00,8,5,0,7.5,TRUE
LOTEXIN SOFTGEL CAP,LOTEXINSOFTG-2185,,,PHARMACY,950.00,1800.00,3,5,0,7.5,TRUE
LOTRIAL ENALAPRIL 10MG,LOTRIALENALA-2186,,,PHARMACY,955.56,1300.00,9,5,0,7.5,TRUE
LOXACLAV 228MG 100ML,LOXACLAV228M-2187,,,PHARMACY,3450.00,4700.00,0,5,0,7.5,TRUE
LOXAGYL SUSP 125MG/5ML 100ML BOTTLE,LOXAGYLSUSP1-2188,,,PHARMACY,520.00,800.00,24,5,0,7.5,TRUE
LOXAGYL TABS 200MG X 100 BLISTER,LOXAGYLTABS2-2189,,,PHARMACY,95.50,200.00,173,5,0,7.5,TRUE
LOXAGYL TABS 400MG X 100 BLISTER,LOXAGYLTABS4-2190,,,PHARMACY,155.00,300.00,176,5,0,7.5,TRUE
LOYA MILK REFIL 400G PACK,LOYAMILKREFI-2191,,,FOOD ITEMS,1625.00,2100.00,0,5,0,7.5,TRUE
LOYA MILK REFILL 750G SACHET,LOYAMILKREFI-2192,,,FOOD ITEMS,3666.67,4200.00,0,5,0,7.5,TRUE
LOZATAN H TABS  X 30 BLISTER,LOZATANHTABS-2193,,,PHARMACY,1616.67,2200.00,4,5,0,7.5,TRUE
LOZATAN TABS 25MG X 30 BLISTER,LOZATANTABS2-2194,,,PHARMACY,1036.33,1500.00,0,5,0,7.5,TRUE
LOZATAN TABS 50MG X 30 BLISTER,LOZATANTABS5-2195,,,PHARMACY,1530.00,2100.00,0,5,0,7.5,TRUE
LUBREX EYEDROP CARBOXYMETHYLCELLULOSE,LUBREXEYEDRO-2196,,,PHARMACY,2680.00,3700.00,1,5,0,7.5,TRUE
LUBRICA GEL TUBE,LUBRICAGELTU-2197,,,PHARMACY,2300.00,3200.00,8,5,0,7.5,TRUE
LUCOZADE BOOST 500ML BOTTLE,LUCOZADEBOOS-2198,,,DRINKS AND BEVERAGES,916.67,1200.00,12,5,0,7.5,TRUE
LUCOZADE BOOST CAN,LUCOZADEBOOS-2199,,,DRINKS AND BEVERAGES,400.00,600.00,9,5,0,7.5,TRUE
LUCOZADE ENERGY 1L X 1 BOTTLE,LUCOZADEENER-2200,,,DRINKS AND BEVERAGES,2666.67,3200.00,4,5,0,7.5,TRUE
LUCOZADE ENERGY 380ML BOTTLE,LUCOZADEENER-2201,,,DRINKS AND BEVERAGES,958.33,1200.00,5,5,0,7.5,TRUE
LUMARTEM TABS 20/120 X 18 PACK,LUMARTEMTABS-2202,,,PHARMACY,0.00,650.00,0,5,0,7.5,TRUE
LUMARTEM X 12 TABS PACK,LUMARTEMX12T-2203,,,PHARMACY,520.00,700.00,0,5,0,7.5,TRUE
LUMARTEM X 24 TABS ADULT PACK,LUMARTEMX24T-2204,,,PHARMACY,650.00,900.00,0,5,0,7.5,TRUE
LUMARTEM X 6 TABS PACK,LUMARTEMX6TA-2205,,,PHARMACY,0.00,250.00,0,5,0,7.5,TRUE
LUMETHER FORTE TABS  X 6 PACK,LUMETHERFORT-2206,,,PHARMACY,0.00,700.00,0,5,0,7.5,TRUE
LUMIHALE+,LUMIHALE-2207,,,PHARMACY,500.00,700.00,15,5,0,7.5,TRUE
LUTER 80/480,LUTER80480-2208,,,PHARMACY,1165.00,1500.00,8,5,0,7.5,TRUE
LUX SOAP 75G,LUXSOAP75G-2209,,,COSMETICS,750.00,900.00,6,5,0,7.5,TRUE
LYCOFER CAP PACK,LYCOFERCAPPA-2210,,,PHARMACY,2455.00,3400.00,7,5,0,7.5,TRUE
LYCOSET CAP PACK,LYCOSETCAPPA-2211,,,PHARMACY,4700.00,6500.00,1,5,0,7.5,TRUE
LYCOSET SYR 200ML BOTTLE,LYCOSETSYR20-2212,,,PHARMACY,1906.00,2500.00,2,5,0,7.5,TRUE
LYNSUNATE 80/480MG,LYNSUNATE804-2213,,,PHARMACY,2050.00,2800.00,20,5,0,7.5,TRUE
LYNSUNATE SUSPENSION,LYNSUNATESUS-2214,,,PHARMACY,2225.67,2900.00,1,5,0,7.5,TRUE
LYRICA CAPS 150MG X 28 BLISTER,LYRICACAPS15-2215,,,PHARMACY,3830.90,15500.00,3,5,0,7.5,TRUE
LYRICA CAPS 75MG X 28 BLISTER,LYRICACAPS75-2216,,,PHARMACY,11249.00,15200.00,0,5,0,7.5,TRUE
M & M CHOCOLATE 45G SACHET,MMCHOCOLATE4-2217,,,FOOD ITEMS,1041.67,1300.00,0,5,0,7.5,TRUE
M2-TONE X 20 TABS PACK,M2TONEX20TAB-2218,,,PHARMACY,4800.00,7200.00,6,5,0,7.5,TRUE
MAALOX PLUS SUSP 150ML X 1 BOTTLE,MAALOXPLUSSU-2219,,,System,0.00,1500.00,0,5,0,7.5,TRUE
MACA 500MG x JAR N/F,MACA500MGXJA-2220,,,PHARMACY,16300.00,22000.00,3,5,0,7.5,TRUE
MACA ROOT 2000MG PASSENT PER TAB,MACAROOT2000-2221,,,PHARMACY,8000.00,200.00,0,5,0,7.5,TRUE
MACLEANS COMPLETE CARE 140G TUBE,MACLEANSCOMP-2222,,,HOUSEHOLD ITEMS,350.00,550.00,0,5,0,7.5,TRUE
MACLEANS HERBAL TUBE,MACLEANSHERB-2223,,,HOUSEHOLD ITEMS,350.00,550.00,8,5,0,7.5,TRUE
MAGIC SHAVING CREAM 170G JAR,MAGICSHAVING-2224,,,HOUSEHOLD ITEMS,6500.00,8000.00,4,5,0,7.5,TRUE
MAGIC SHAVING POWDER 142G JAR,MAGICSHAVING-2225,,,HOUSEHOLD ITEMS,24166.67,27000.00,7,5,0,7.5,TRUE
MAGNAVIT CAP SACHET,MAGNAVITCAPS-2226,,,PHARMACY,350.00,500.00,2,5,0,7.5,TRUE
MAGNESIUM 250MG X100 HEALTHPATH,MAGNESIUM250-2227,,,PHARMACY,8500.00,11500.00,7,5,0,7.5,TRUE
MAGNESIUM 250MG X100 N/F,MAGNESIUM250-2228,,,PHARMACY,9695.00,13300.00,0,5,0,7.5,TRUE
MAGNESIUM 500MG X100 HEALTHPATH,MAGNESIUM500-2229,,,System,9595.00,14000.00,0,5,0,7.5,TRUE
MAGNESIUM 500MG X100 N/F JAR,MAGNESIUM500-2230,,,PHARMACY,11405.00,15500.00,2,5,0,7.5,TRUE
MAGNESIUM 500MG X100 PASSENT JAR,MAGNESIUM500-2231,,,PHARMACY,11000.00,14500.00,0,5,0,7.5,TRUE
MAGNESIUM 5-IN-1 COMPLEX  X90,MAGNESIUM5IN-2232,,,PHARMACY,29500.00,39800.00,0,5,0,7.5,TRUE
MAGNESIUM GLYCINATE 360MG NORITE X90,MAGNESIUMGLY-2233,,,PHARMACY,18900.00,25500.00,0,5,0,7.5,TRUE
MAGNESIUM GLYCINATE 400MG MEDPATH,MAGNESIUMGLY-2234,,,PHARMACY,11000.00,17000.00,0,5,0,7.5,TRUE
MAGNESIUM GLYCINATE 400MG N/F,MAGNESIUMGLY-2235,,,PHARMACY,26000.00,35100.00,0,5,0,7.5,TRUE
MALARIA TEST KIT HEALTH CHECK,MALARIATESTK-2236,,,PHARMACY,1750.00,2400.00,2,5,0,7.5,TRUE
MALDOX  TABS X 3 PACK,MALDOXTABSX3-2237,,,PHARMACY,555.00,700.00,29,5,0,7.5,TRUE
MALDOX DISPERSIBLE X3TABS,MALDOXDISPER-2238,,,PHARMACY,430.00,600.00,0,5,0,7.5,TRUE
MALDOX SUSP BOTTLE,MALDOXSUSPBO-2239,,,PHARMACY,820.00,1100.00,9,5,0,7.5,TRUE
MALMORAL PACK CHYMORAL,MALMORALPACK-2240,,,PHARMACY,750.00,1200.00,7,5,0,7.5,TRUE
MALTA GUINESS 330ML CAN,MALTAGUINESS-2241,,,DRINKS AND BEVERAGES,600.00,750.00,25,5,0,7.5,TRUE
MALTESERS X 1 SACHET,MALTESERSX1S-2242,,,CHOCOLATES,1080.00,1400.00,28,5,0,7.5,TRUE
MALTINA CAN CAN,MALTINACANCA-2243,,,DRINKS AND BEVERAGES,216.67,400.00,0,5,0,7.5,TRUE
MALTINA PET X 1 JAR,MALTINAPETX1-2244,,,DRINKS AND BEVERAGES,200.00,250.00,0,5,0,7.5,TRUE
MALUTHER 80/480 SOFTGEL PACK,MALUTHER8048-2245,,,PHARMACY,1400.00,2500.00,23,5,0,7.5,TRUE
MAMALAIT 250MG JAR,MAMALAIT250M-2246,,,PHARMACY,4495.00,6100.00,1,5,0,7.5,TRUE
MAN-G TABS 100MG PACK,MANGTABS100M-2247,,,PHARMACY,190.00,500.00,35,5,0,7.5,TRUE
MANIX X 20 CAPS PACK,MANIXX20CAPS-2248,,,PHARMACY,20500.00,27700.00,8,5,0,7.5,TRUE
MANXTRA 10MG,MANXTRA10MG-2249,,,PHARMACY,750.00,1000.00,1,5,0,7.5,TRUE
MAPIBU CAP BLISTER,MAPIBUCAPBLI-2250,,,PHARMACY,200.00,300.00,5,5,0,7.5,TRUE
MARCAT 80/480 TAB,MARCAT80480T-2251,,,PHARMACY,600.00,1200.00,0,5,0,7.5,TRUE
MARCDERM CREAM,MARCDERMCREA-2252,,,PHARMACY,950.00,1500.00,10,5,0,7.5,TRUE
MARCFIX 325MG CAP PACK,MARCFIX325MG-2253,,,System,5218.00,6800.00,0,5,0,7.5,TRUE
MARCFIX SUSP 60ML BOTTLE,MARCFIXSUSP6-2254,,,PHARMACY,3000.00,2000.00,16,5,0,7.5,TRUE
MARCGESIC TABLET SACHET,MARCGESICTAB-2255,,,PHARMACY,470.00,1000.00,31,5,0,7.5,TRUE
MARCGLOBIN TONIC 200ML,MARCGLOBINTO-2256,,,PHARMACY,3400.00,4600.00,0,5,0,7.5,TRUE
MARCHEAT RUB CREAM TUBE,MARCHEATRUBC-2257,,,PHARMACY,1000.00,1400.00,5,5,0,7.5,TRUE
MARCIL SUSP 200ML,MARCILSUSP20-2258,,,PHARMACY,1200.00,1700.00,0,5,0,7.5,TRUE
MARCNOL 10/5MG BLISTER,MARCNOL105MG-2259,,,PHARMACY,1133.33,1600.00,10,5,0,7.5,TRUE
MARCNOL 5/2.5MG,MARCNOL525MG-2260,,,PHARMACY,600.00,500.00,0,5,0,7.5,TRUE
MARCOBREX DHA SUSP,MARCOBREXDHA-2261,,,PHARMACY,3300.00,5000.00,0,5,0,7.5,TRUE
MARCSON DIAPER CREAM,MARCSONDIAPE-2262,,,PHARMACY,1600.00,2200.00,0,5,0,7.5,TRUE
MARIA'S SWEDISH BITTERS 500ML,MARIASSWEDIS-2263,,,PHARMACY,3700.00,5200.00,1,5,0,7.5,TRUE
MARS CHOCOLATE X 52 PACK,MARSCHOCOLAT-2264,,,CHOCOLATES,916.67,1200.00,39,5,0,7.5,TRUE
MARVEL SKIMMED MILK 125MG,MARVELSKIMME-2265,,,DRINKS AND BEVERAGES,0.00,3000.00,0,5,0,7.5,TRUE
MASCOLINO PERFUME,MASCOLINOPER-2266,,,HOUSEHOLD ITEMS,0.00,6500.00,0,5,0,7.5,TRUE
MASCULAN LUB GEL STRAWBERRY 75M,MASCULANLUBG-2267,,,PHARMACY,4394.20,6200.00,2,5,0,7.5,TRUE
MASCULAN LUBRICANT GEL BOTTLE,MASCULANLUBR-2268,,,PHARMACY,4700.00,6200.00,1,5,0,7.5,TRUE
MATADOR PERFUME,MATADORPERFU-2269,,,COSMETICS,0.00,3500.00,0,5,0,7.5,TRUE
MAXI TEARS EYEDROP,MAXITEARSEYE-2270,,,PHARMACY,2500.00,3500.00,1,5,0,7.5,TRUE
MAXIDEX EYE DROPS 0.1% 5ML BOTTLE,MAXIDEXEYEDR-2271,,,System,3700.00,4800.00,1,5,0,7.5,TRUE
MAXIQUINE SYR 60ML/5ML BOTTLE,MAXIQUINESYR-2272,,,PHARMACY,685.00,1000.00,15,5,0,7.5,TRUE
MAXIQUINE TAB   X 10 BLISTER,MAXIQUINETAB-2273,,,PHARMACY,385.00,600.00,18,5,0,7.5,TRUE
MAXIRON CAP PACK,MAXIRONCAPPA-2274,,,PHARMACY,750.00,1000.00,4,5,0,7.5,TRUE
MAXITONA CREAM 250ML JAR,MAXITONACREA-2275,,,System,0.00,1430.00,0,5,0,7.5,TRUE
MAXITROL EYE DROPS  5ML BOTTLE,MAXITROLEYED-2276,,,PHARMACY,4800.00,7000.00,6,5,0,7.5,TRUE
MAXITROL EYE OINTMENT  X 1 TUBE,MAXITROLEYEO-2277,,,PHARMACY,4815.00,6800.00,3,5,0,7.5,TRUE
MAXIVISION  X120 CAPLET JAR,MAXIVISIONX1-2278,,,PHARMACY,13250.00,17000.00,1,5,0,7.5,TRUE
MAXIVISION CAPS X 60 PACK,MAXIVISIONCA-2279,,,System,177.00,300.00,0,5,0,7.5,TRUE
MAXIVISION X30 CAPS JAR,MAXIVISIONX3-2280,,,System,9715.20,16400.00,2,5,0,7.5,TRUE
MAXMORAL TAB PACK,MAXMORALTABP-2281,,,PHARMACY,750.00,1200.00,0,5,0,7.5,TRUE
MAXN-FUSE SUPPLEMENT X 1 PACK,MAXNFUSESUPP-2282,,,System,0.00,19000.00,0,5,0,7.5,TRUE
MAXOLON * 42 JAR,MAXOLON42JAR-2283,,,PHARMACY,1000.00,1500.00,0,5,0,7.5,TRUE
MAYDAY TOOTHBRUSH PCS,MAYDAYTOOTHB-2284,,,System,0.00,250.00,0,5,0,7.5,TRUE
MAYSEDYL EXPECTORANT SYR,MAYSEDYLEXPE-2285,,,PHARMACY,500.00,1500.00,0,5,0,7.5,TRUE
MEBO OINT. 15G,MEBOOINT15G-2286,,,PHARMACY,5350.00,7200.00,1,5,0,7.5,TRUE
MECONERV FORTE X 30 CAPS SACHECT,MECONERVFORT-2287,,,PHARMACY,2414.00,3300.00,12,5,0,7.5,TRUE
MECTIZAN (IVERMECTIN) TABS 3MG PCS,MECTIZANIVER-2288,,,System,10.40,400.00,447,5,0,7.5,TRUE
MEDAMIN CAP PACK,MEDAMINCAPPA-2289,,,PHARMACY,2680.00,3700.00,0,5,0,7.5,TRUE
MEDAMIN SYRUP,MEDAMINSYRUP-2290,,,PHARMACY,3150.00,4300.00,0,5,0,7.5,TRUE
MEDICA LOZENGES  X 36 BLISTER,MEDICALOZENG-2291,,,System,914.45,1300.00,39,5,0,7.5,TRUE
MEDICATED DUSTING POWDER 250G CAN,MEDICATEDDUS-2292,,,HOUSEHOLD ITEMS,1500.00,2000.00,7,5,0,7.5,TRUE
MEDICATED DUSTING POWDER 80MG CAN,MEDICATEDDUS-2293,,,System,750.00,1200.00,10,5,0,7.5,TRUE
MEDIK - 55 TABS  X 20 SACHET,MEDIK55TABSX-2294,,,PHARMACY,475.00,650.00,37,5,0,7.5,TRUE
MEDITROL CAPS 0.25 MCG X 30 PACK,MEDITROLCAPS-2295,,,System,9785.00,13300.00,3,5,0,7.5,TRUE
MEDMORAL TABS 5000IU X30 PACK,MEDMORALTABS-2296,,,PHARMACY,780.00,1200.00,0,5,0,7.5,TRUE
MEDRAX TABS 10MG X10 BLISTER,MEDRAXTABS10-2297,,,System,108.00,200.00,21,5,0,7.5,TRUE
MEFENAMIC ACID 500MG (SILAXIN),MEFENAMICACI-2298,,,PHARMACY,450.00,600.00,20,5,0,7.5,TRUE
MEGA CALCIUM(N/F) BLISTER TABS BLISTER,MEGACALCIUMN-2299,,,PHARMACY,1535.00,2100.00,21,5,0,7.5,TRUE
MEGA CALCUIM x60 JAR N/F,MEGACALCUIMX-2300,,,PHARMACY,9800.00,13300.00,2,5,0,7.5,TRUE
MEGA XXL CHOCOLATE WAFFERS,MEGAXXLCHOCO-2301,,,CHOCOLATES,375.00,500.00,11,5,0,7.5,TRUE
MEKO INHALER   X 6 BLISTER,MEKOINHALERX-2302,,,System,305.77,500.00,25,5,0,7.5,TRUE
MELANOV MR 60MG BLISTER GLICLAZIDE,MELANOVMR60M-2303,,,PHARMACY,918.33,1300.00,0,5,0,7.5,TRUE
MELATONIN (MASON) TABS 3MG PCS,MELATONINMAS-2304,,,System,0.00,60.00,0,5,0,7.5,TRUE
MELATONIN (P/P) TABS 3MG X 120 JAR,MELATONINPPT-2305,,,System,3829.00,5000.00,0,5,0,7.5,TRUE
MELATONIN 10MG X60 N/F,MELATONIN10M-2306,,,PHARMACY,13200.00,17900.00,0,5,0,7.5,TRUE
MELATONIN 5MG (N/FIELD) X 60,MELATONIN5MG-2307,,,PHARMACY,8400.00,11500.00,5,5,0,7.5,TRUE
MELATONIN 5MG (P/P) X 60 JAR,MELATONIN5MG-2308,,,System,4386.10,7300.00,5,5,0,7.5,TRUE
MELATONIN TABS 3MG X 60 {MASON} JAR,MELATONINTAB-2309,,,System,0.00,2200.00,0,5,0,7.5,TRUE
MELOCAP TABS 15MG PACK,MELOCAPTABS1-2310,,,PHARMACY,1200.00,1800.00,3,5,0,7.5,TRUE
MELOCAP TABS 7.5MG PACK,MELOCAPTABS7-2311,,,System,970.00,1300.00,2,5,0,7.5,TRUE
MELOTEARS EYE DROPS 10ML,MELOTEARSEYE-2312,,,PHARMACY,2555.00,3500.00,12,5,0,7.5,TRUE
MELOXICAM X 10 (ONIFAM PHARM LT PACK,MELOXICAMX10-2313,,,System,0.00,500.00,6,5,0,7.5,TRUE
MEMORIL FORTE CAPS X 30 PACK,MEMORILFORTE-2314,,,System,0.00,2200.00,0,5,0,7.5,TRUE
MEMORY CODE X 60 JAR,MEMORYCODEX6-2315,,,PHARMACY,19250.00,26000.00,2,5,0,7.5,TRUE
MEN ACTIVE (DOPPEL HERZ) CAPS X PACK,MENACTIVEDOP-2316,,,System,4750.00,6700.00,0,5,0,7.5,TRUE
MENOEASE NATUREFIELD X 60 PACK,MENOEASENATU-2317,,,PHARMACY,0.00,5600.00,0,5,0,7.5,TRUE
MENOPACE NIGHT X 30 PACK,MENOPACENIGH-2318,,,PHARMACY,0.00,8000.00,0,5,0,7.5,TRUE
