FADOB PHARMACY & STORES
List of Items
Name,Alias,Group Name,Op. Amount,Op. Stock(Main),Sale Price,Purc. Price
HB 12 PLUS SYR 200ML X 1 BOTTLE,,PHARMACY,"-5,600.00",-2,"3,700.00","2,800.00"
HB 12 TONIC SYR  200ML BOTTLE,,PHARMACY,0.00,0,"2,800.00","1,950.00"
HB 12 ULTRA STRENGTH SYR,,PHARMACY,"-1,820.00",-1,"2,500.00","1,820.00"
HB FORTE SYR 200ML BOTTLE,,PHARMACY,"2,200.00",1,"2,900.00","2,200.00"
HB12 FORTE SYR PINEWOOD,,PHARMACY,"84,783.35",17,"7,500.00","5,200.00"
HEALTH CHECK LANCET X50,,PHARMACY,"20,724.67",12,"2,500.00","1,700.00"
HEALTH CHECK TEST STRIP X50,,PHARMACY,"9,995.00",1,"13,500.00","9,995.00"
HEALTHY YOU KIDS X 30 TABS JAR,,PHARMACY,0.00,0,"4,000.00","3,300.00"
HEALTHY YOU MEN(BLISTER)   X 10 BLISTER,,System,0.00,0,"1,100.00",800.00
HEALTHY YOU WOMEN BLISTER X100,,PHARMACY,0.00,0,"1,100.00",800.00
HEALTHYKID BABY&INFANT SYR KRISPINE,,PHARMACY,"14,484.00",4,"5,000.00","3,700.00"
HEALTHYKID SYR 200ML AYRTONS,,PHARMACY,"16,061.10",4,"6,300.00","4,635.00"
HEBRON X 1 JAR,,DRINKS AND BEVERAGES,"-83,325.25",-119,800.00,641.67
HEMAFOLIN  BLOOD CAP X30 PACK,,PHARMACY,0.00,0,900.00,637.00
HEMAFOLIN SYR PACK,,PHARMACY,0.00,-10,"1,500.00",0.00
HEMOFORCE FORTE SYR 200ML,,PHARMACY,"5,400.00",3,"2,600.00","1,800.00"
HEMOFORCE PLUS CAPS X30,,PHARMACY,0.00,0,550.00,388.33
HEMOFORCE PLUS SYRUP,,PHARMACY,"10,829.31",6,"2,600.00","1,800.00"
HERB TEA DAKINS 25G,,PHARMACY,0.00,0,500.00,380.00
HERBAL SLIMMING TEA X24,,PHARMACY,"20,650.00",7,"3,800.00","2,950.00"
HEXEDENE MOUTHWASH 100MLS,,PHARMACY,"17,686.87",10,"2,800.00","2,016.00"
HICLOGESIC BLISTER,,PHARMACY,"4,810.00",10,700.00,490.00
HISTIN TAB PIRITON FIDSON BLISTER,,PHARMACY,396.00,8,100.00,49.50
HOLLADIA  MILK (EVAP) JAR,,DRINKS AND BEVERAGES,0.00,0,450.00,185.00
HOLLANDIA EVAP  B/S 190G JAR,,DRINKS AND BEVERAGES,-450.00,-1,450.00,363.75
HOLLANDIA EVAP 120G X 1 PACK,,DRINKS AND BEVERAGES,0.00,0,300.00,214.58
HOLLANDIA YOGHURT 180ML BOTTLE,,DRINKS AND BEVERAGES,0.00,0,200.00,100.00
HOLLANDIA YOGHURT 1L PACK,,DRINKS AND BEVERAGES,"14,167.46",9,"2,000.00","1,585.00"
HOLLANDIA YOGHURT 500MLS BOTTLE,,DRINKS AND BEVERAGES,"1,600.00",4,"1,100.00",400.00
HONNIHIL TABS 20MG X 4 PACK,,PHARMACY,"47,591.10",19,"3,500.00","2,500.00"
HOT ICE SPRAY,,COSMETICS,"-3,500.00",-1,"3,500.00",0.00
HOT WATER BOTTLE RONG RU,,PHARMACY,"-5,300.00",-2,"2,300.00","1,500.00"
HOT WATER BOTTLE WITH CLOTH,,PHARMACY,"6,000.00",2,"4,000.00","3,000.00"
HS 12 TONIC SYR  200ML BOTTLE,,PHARMACY,0.00,0,"6,800.00","5,200.00"
HUG SPRAY,,HOUSEHOLD ITEMS,"-3,900.00",-1,"3,900.00",0.00
HUGGIES BABY WIPES X 72 PACK,,HOUSEHOLD ITEMS,"-13,319.93",-18,900.00,740.00
HUGGIES DIAPER *38 PACK,,HOUSEHOLD ITEMS,"-36,800.00",-12,"3,800.00","3,000.00"
HUGGIES JUMBO BLOCK,,HOUSEHOLD ITEMS,"21,200.00",4,"5,600.00","5,300.00"
HUGGIES PANT X 1 PACK,,HOUSEHOLD ITEMS,"-68,850.00",-20,"3,600.00","3,075.00"
HUMULIN INJ 70/30 10ML VIALS,,PHARMACY,0.00,0,"27,300.00","20,200.00"
HYBCEL CAP BLISTER,,PHARMACY,"18,800.00",10,"2,500.00","1,880.00"
HYDREX TABS 25MG X 100 BLISTER,,PHARMACY,"10,400.00",80,250.00,120.00
HYDREX X28 TAB,,PHARMACY,"-2,250.00",-4,650.00,475.00
HYDROCORTISONE CREAM DGF,,PHARMACY,"-47,600.00",-34,"1,500.00",995.00
HYDROCORTISONE CREAM VENCHURA,,PHARMACY,"14,201.88",28,"1,000.00",495.00
HYDROCORTISONE(UNBRANDED) INJ VIALS,,System,"22,109.05",59,600.00,299.50
HYDROGEN  PEROXIDE (APPACO) JAR,,PHARMACY,"4,000.00",10,700.00,300.00
HYDROGEN PEROXIDE SKG BOTTLE,,PHARMACY,988.82,3,600.00,325.00
HYDROXYCHLOROQUINE 200MG BLISTERX15 TAB,,PHARMACY,0.00,8,"3,000.00",0.00
HYOSCINE 10MG TAB GENEITH BLISTER,,PHARMACY,"-58,300.00",-97,600.00,365.87
HYOSCINE INJ 2ML AMPOULES,,PHARMACY,"4,206.48",48,150.00,89.50
HYPAMELOSE EYE DROPS PACK,,System,"30,903.70",8,"5,300.00","3,900.00"
HYPOMER GEL 10G TUBE,,PHARMACY,"47,385.00",9,"7,500.00","5,555.00"
HYPONIDD HERBAL,,PHARMACY,0.00,0,"34,500.00","26,500.00"
HYPROMELLOSE (MARTINDALE) EYE D PACK,,PHARMACY,"7,500.00",5,"2,000.00","1,500.00"
HYPROMELLOSE (VIZ) EYE DROP,,PHARMACY,"1,075.83",1,"1,500.00","1,075.83"
HYPROMELLOSE EYE (CYPMAL),,PHARMACY,"1,400.00",1,"2,200.00","1,400.00"
IBAKWIK GEL X4 PACK,,PHARMACY,"22,375.43",10,"3,500.00","2,150.00"
IBASUNATE X 9 SOFTGEL PACK,,PHARMACY,"43,044.38",25,"2,500.00","1,750.00"
IBEX CAPS  X 20 SACHET,,PHARMACY,483.90,1,700.00,475.00
IBUCAP CAPS X10 BLISTER,,PHARMACY,"18,602.98",59,600.00,387.50
IBUCAP COLD AND FLU SYR  100ML BOTTLE,,PHARMACY,0.00,0,650.00,450.00
IBUCAP COLD AND FLU TAB,,PHARMACY,"10,110.00",51,400.00,198.00
IBUCAP FORTE CAPS PACK,,PHARMACY,"8,156.32",17,700.00,485.00
IBUPAIN SUSPENSION,,PHARMACY,0.00,0,300.00,210.00
IBUPROFEN 100ML SYR NHP,,PHARMACY,0.00,0,"6,100.00","4,355.97"
IBUPROFEN 200MG BOND BLISTER,,PHARMACY,244.80,3,200.00,80.00
IBUPROFEN BOND 400MG PACK,,PHARMACY,"1,896.38",11,250.00,171.26
IBUPROFEN DISPERSABLE NHP   X 1 SACHET,,System,"20,792.00",8,"3,400.00","2,599.00"
IBUPROFEN DS SYR AFRAB,,PHARMACY,"-1,500.00",-1,"1,500.00",990.00
IBUPROFEN SYR AFRAB BOTTLE,,PHARMACY,"50,696.38",68,"1,200.00",720.00
IBUPROFEN SYRUP M&B,,PHARMACY,"2,240.00",4,"1,200.00",699.00
IBUTEN TABS 200MG X 200 PACK,,System,"-4,115.00",-40,150.00,101.67
IBUTEN TABS 400MG X 500 PACK,,PHARMACY,"8,875.20",64,400.00,138.00
ICE TEA 350ml,,DRINKS AND BEVERAGES,0.00,0,400.00,300.00
IDEOS TABS 500MG/400IU X 30 PACK OF 2 TU,,System,"22,251.34",3,"11,000.00","7,417.11"
IDOLE CARROT SOAP SOAP TABLET,,COSMETICS,"8,166.68",8,"1,300.00","1,000.00"
IDOLE GOLD SOAP SOAP TABLET,,COSMETICS,"4,333.34",4,"1,300.00","1,083.33"
IDOLE PAPAYA SOAP PACK,,COSMETICS,"10,166.65",10,"1,300.00","1,000.00"
IDOLE SOAP PLAIN SOAP TABLET,,COSMETICS,"5,913.68",5,"1,500.00","1,200.00"
I-GESIC EYE DROP,,PHARMACY,"2,740.00",4,900.00,685.00
I-GOLD EYE ANTIOXIDANT CAP,,PHARMACY,"24,150.00",3,"10,900.00","8,050.00"
IICARE CAPS X30 PACK,,PHARMACY,"-14,000.00",-1,"14,000.00","9,988.00"
IMMUNACE EXTRA X 30 PACK,,PHARMACY,0.00,0,0.00,"7,653.80"
IMMUNACE UK WHITE PACK SELENIUM,,PHARMACY,0.00,0,"15,500.00","11,395.00"
IMMUNACE UK WHITE&ORANGE,,PHARMACY,0.00,0,0.00,"7,974.67"
IMMUN-ACTIV (OAKLIFE) TABS JAR,,PHARMACY,"74,223.75",5,"20,300.00","14,980.00"
IMMUNAL TABS X 30 PACK,,PHARMACY,"21,663.13",4,"7,900.00","5,700.00"
IMMUNBOOST 1 A DAY,,PHARMACY,"11,357.50",1,"17,300.00","12,735.00"
IMMUNBOOST BEAUTY FORMULA X60,,PHARMACY,0.00,0,"8,400.00","6,000.00"
IMMUNBOOST KIDS GUMMIES +OMEGA3 X90 JAR,,PHARMACY,"82,500.00",5,"22,300.00","16,500.00"
IMMUNBOOST KIDS GUMMIES X 90 JAR,,PHARMACY,"-35,200.00",-2,"18,000.00","13,300.00"
IMMUNBOOST MEN 50+ BY 30,,PHARMACY,0.00,0,"4,600.00","3,500.00"
IMMUNBOOST MEN 50+ X90,,PHARMACY,"30,073.33",2,"20,900.00","15,445.00"
IMMUNBOOST PLUS X20 JAR,,PHARMACY,"56,069.85",14,"5,800.00","4,000.00"
IMMUNBOOST VIT C 1000MG CUP JAR,,PHARMACY,"-50,000.00",-5,"11,500.00","7,668.00"
IMMUNBOOST VIT C 1000MG X20,,PHARMACY,"105,452.72",31,"5,600.00","4,140.00"
IMMUNBOOST VIT C 1000MG XBLISTER,,PHARMACY,"-2,000.00",-10,"1,600.00","1,150.00"
IMMUNBOOST WOMEN 50+ X30,,PHARMACY,"-7,000.00",-1,"7,000.00","5,600.00"
IMMUNBOOST WOMEN 50+ X90,,PHARMACY,"27,860.00",2,"20,300.00","15,000.00"
IMMUNCARE VITAMIN C TABS X 1 JAR,,PHARMACY,"13,580.00",7,"3,500.00","1,940.00"
IMMUNE DEFENCE ADVANCE (N/F) BLISTER,,PHARMACY,"61,050.34",23,"3,700.00","2,695.00"
IMMUNE DEFENCE ADVANCE X100 JAR N/F,,PHARMACY,"22,940.00",1,"31,000.00","22,940.00"
IMMUNE MAX X 30 EVERGREEN,,PHARMACY,0.00,0,"11,200.00","8,295.00"
IMODIUM CAPS 2MG PACK,,PHARMACY,"11,544.78",4,"3,800.00","2,900.00"
IMPERIAL CROWN CAN DRINK X 1 CAN,,DRINKS AND BEVERAGES,"11,238.91",17,"1,000.00",666.67
IMPERIAL LEATHER SOAP 80G SOAP TABLET,,COSMETICS,0.00,0,200.00,141.67
IMPREGNIL 2.5MG LETROZOLE PACK,,PHARMACY,"26,750.00",2,"18,200.00","13,375.00"
INBU-200 TABS  {IBUPROFEN} X 20 PACK,,PHARMACY,"2,520.00",12,300.00,210.00
INBU-400 TABS 400MG {IBUPROFEN} PACK,,PHARMACY,"16,933.73",126,400.00,134.00
INDICONTIN 1.5MG TAB BLISTERINDAPAMIDE,,PHARMACY,"4,197.23",2,"3,000.00","2,100.00"
INDOCID CAPS 25MG X 100 BLISTER,,PHARMACY,"10,217.79",76,250.00,120.00
INDOCID PACK,,PHARMACY,"3,600.00",4,"2,100.00","1,500.00"
INFACOL DROP BOTTLE,,PHARMACY,"41,171.42",4,"16,000.00","11,900.00"
INFLANIL GEL 30G,,PHARMACY,"1,290.00",2,900.00,645.00
INFLANIL GEL 50G,,PHARMACY,900.00,1,"1,300.00",900.00
INSULIN SYRINGE 100UNITS   X 10 SACHET,,PHARMACY,420.00,7,100.00,60.00
IODINE (MOKO)   20ML BOTTLE,,PHARMACY,"3,564.94",9,600.00,400.00
IRISH SPRING SOAP X 1 PACK,,COSMETICS,"24,470.90",25,"1,200.00","1,000.00"
IRISH SPRING SP ORIGINAL CLEAN,,COSMETICS,0.00,0,0.00,500.00
ISORDIL 5MG PACK,,PHARMACY,0.00,4,"7,000.00",0.00
ISOSORDIDE 10MG COUNTING,,PHARMACY,"-1,500.00",-5,300.00,0.00
ITACARE CAPS X 10 SACHET,,PHARMACY,"12,000.00",5,"3,400.00","2,400.00"
IVERHEAL 12MG IVERMECTIN TABS SACHET,,PHARMACY,0.00,0,900.00,490.00
IVERHEAL 6MG IVERMECTIN TABS SACHET,,PHARMACY,0.00,0,650.00,0.00
IVYBETANEOCIN EYEDROP,,PHARMACY,0.00,0,"1,500.00","1,100.00"
IVYCROM EYE DROPS 2%W/V X 1 BOTTLE,,PHARMACY,"25,249.47",11,"3,200.00","2,250.00"
IVYDEXGENT EYEDROP,,PHARMACY,0.00,0,"2,600.00","1,920.00"
IVYDEXNEOCIN EYE DROPS  10ML BOTTLE,,PHARMACY,0.00,0,"2,000.00","1,450.00"
IVYDEXONE EYE DROPS  5ML BOTTLE,,PHARMACY,"4,104.19",6,"2,600.00","1,050.00"
IVYFLUR EYE DROPS 5ML BOTTLE,,PHARMACY,"18,110.32",8,"3,200.00","2,120.00"
IVYMOICELL EYE DROPS  10ML BOTTLE,,PHARMACY,"15,186.12",7,"3,000.00","2,165.00"
IVYSINE EYE DROPS  10ML BOTTLE,,PHARMACY,"-9,000.00",-3,"3,200.00","2,300.00"
IVYSOLONE EYE DROPS  5ML BOTTLE,,PHARMACY,"3,800.00",2,"2,300.00","1,700.00"
IVYTIMOL EYE DROPS 0.5% 5ML BOTTLE,,PHARMACY,"60,050.74",31,"3,400.00","2,500.00"
IVYXOLOL EYE DROPS 0.5% 5ML BOTTLE,,PHARMACY,"7,286.54",3,"3,500.00","2,495.00"
IYKE SPRAY,,COSMETICS,"-7,000.00",-2,"3,500.00",0.00
I-ZINE EYEDROP,,PHARMACY,0.00,0,"2,200.00","1,600.00"
JAWACLOX DROPS BOTTLE,,PHARMACY,"3,733.34",4,"1,500.00",900.00
JAWACLOX SUSP  100ML BOTTLE,,PHARMACY,"10,142.40",7,"2,000.00","1,500.00"
JAWAMOX 125MG/5ML SUSP BOTTLE,,PHARMACY,"13,200.00",11,"1,700.00","1,200.00"
JAWARON CAPLET  X 120 BLISTER,,PHARMACY,0.00,0,300.00,211.47
JAWARON SYR 200ML BOTTLE,,PHARMACY,"1,854.44",2,"1,300.00",927.22
JAWARON TONIC 1LITRE BOTTLE1 LITRE,,PHARMACY,0.00,0,"3,800.00","2,900.00"
JAWASIL SUSP  200ML BOTTLE,,PHARMACY,0.00,0,"1,400.00","1,050.00"
JEPRAZ OMEPRAZOLE 20MG,,PHARMACY,0.00,0,500.00,350.00
JESJOINT BLISTER,,PHARMACY,"2,500.00",1,"3,500.00","2,500.00"
JESSY ORS PIECES,,PHARMACY,"3,453.34",28,200.00,123.33
JIGSIMUR HERBAL DRINK 750MLBOTTLE,,PHARMACY,"52,680.00",3,"24,000.00","17,800.00"
JIMPO ORI SHEA BUTTER 180G,,COSMETICS,0.00,0,"2,000.00","1,666.67"
JIMPO ORI SHEA BUTTER 280G JAR,,COSMETICS,"-60,600.00",-17,"3,600.00","3,000.00"
JOBELYN CAPS 280MG X 100 SACHET,,PHARMACY,"4,356.00",3,"2,000.00","1,410.00"
JOBELYN SYR  100ML BOTTLE,,PHARMACY,0.00,0,"3,700.00","2,700.00"
JOBELYN X 30 CAPS PACK,,PHARMACY,"18,600.00",4,"6,200.00","4,650.00"
JOHNSON BABY LOTION US 500ML BOTTLE,,COSMETICS,0.00,-2,"2,800.00",0.00
JOHNSON BABY OIL 500ML JAR,,COSMETICS,"6,000.00",3,"2,400.00","2,000.00"
JOHNSON BABY POWDER 400G JAR,,COSMETICS,0.00,-1,"1,400.00",0.00
JOHNSON BABY SOAP 100G X 1 SOAP TABLET,,HOUSEHOLD ITEMS,"28,911.99",29,"1,200.00","1,000.00"
JOHNSON HEAD TO TOE WASH X 1 JAR,,COSMETICS,"-1,750.00",-1,"2,500.00","1,750.00"
JOHNSON PURE PROTECT BATH,,COSMETICS,"6,428.57",5,"1,800.00","1,285.71"
JOINT ACTIVO DARAVIT X 30 PACK,,PHARMACY,"7,800.00",1,"10,500.00","7,490.00"
JOINT FLEX PACK DARAVIT,,PHARMACY,"25,400.00",5,"7,400.00","5,500.00"
JOINT RENEW ADVANCE SACHET   X BLISTER,,PHARMACY,"42,024.90",12,"4,800.00","3,450.00"
JOINT RENEW MAXIMUM STRENGTH X JAR,,PHARMACY,0.00,0,"10,200.00","7,500.00"
JOINT RENEW X 30,,PHARMACY,0.00,0,"7,500.00","5,920.00"
JOINT RENEW XJAR N/F,,PHARMACY,0.00,0,"15,000.00","11,605.00"
JOINTACE COLLAGEN TABS  X 15 X PACK,,System,"13,150.00",1,"17,500.00","12,800.00"
JOINTACE MAX TRIPPLE PACK PACK,,System,0.00,0,"9,000.00",0.00
JOINTACE OMEGA 3 X30 CAPS PACK,,PHARMACY,"-15,700.00",-1,"15,700.00","11,600.00"
JOINTACE PLUS NIG X 30 PACK,,PHARMACY,0.00,0,"8,500.00","6,300.00"
JOINTACE X 30 CAPS NIG PACK,,PHARMACY,0.00,0,"5,000.00","3,600.00"
JOINTGAIN TABS  X 30 PACK,,PHARMACY,"-9,750.00",-4,"3,400.00","2,437.50"
JOINTRENEW ADVANCED HIGH (NF),,PHARMACY,0.00,0,0.00,0.00
JOJO ADULT PCS,,PHARMACY,0.00,0,700.00,0.00
JOLAX SOLUTION 300MLS,,PHARMACY,"1,913.75",1,"2,400.00","1,913.75"
JOLTAN PLUS 160/12.5MG,,PHARMACY,"8,627.51",3,"3,900.00","2,918.33"
"JOLTAN PLUS 80/12,5MG",,PHARMACY,0.00,0,"3,500.00","2,566.67"
JOLTAN TABS 160MG X 28 BLISTER,,PHARMACY,"5,152.77",2,"3,600.00","2,636.67"
JOLTAN TABS 80MG X 28 BLISTER,,PHARMACY,"16,530.44",5,"4,500.00","3,320.00"
JORDAN TOOTHBRUSH PCS,,HOUSEHOLD ITEMS,0.00,0,250.00,183.33
JUCOPAN TABS  X 100 BLISTER,,PHARMACY,"28,096.11",126,600.00,160.00
JUSDEE 400 DROP 15ML BOTTLE,,PHARMACY,0.00,0,"2,500.00",0.00
JUSDEE 60K GRANULES PACK8 GRANULES,,PHARMACY,0.00,0,"2,500.00",0.00
K BROTHER PAPAYA SOAP PCS,,COSMETICS,"-4,950.00",-3,"1,650.00","1,194.44"
K BROTHER SOAP 120G SOAP TABLET,,COSMETICS,"21,165.54",22,"1,500.00","1,250.00"
K.BROTHER CARROT SOAP 100G PACK,,COSMETICS,"30,430.90",23,"1,700.00","1,416.67"
KACHAM TABS  X 20 BLISTER,,PHARMACY,"8,910.00",18,700.00,425.00
KACIPTIN,,PHARMACY,0.00,0,"2,000.00","1,500.00"
KADMETIN 625MG,,PHARMACY,0.00,0,"2,000.00","1,500.00"
KALTHER FORTE 80/480mg SOFTGEL,,PHARMACY,"11,400.00",12,"2,300.00",950.00
KARAOLE POWDER  X 100 PACK,,PHARMACY,"13,767.81",106,200.00,130.00
KARIS GREEN CLAY,,COSMETICS,"4,500.00",3,"1,800.00","1,500.00"
KEEP ON EMULSION BOTTLE,,PHARMACY,"25,244.73",6,"5,700.00","4,100.00"
KENALOG CREAM 10G,,PHARMACY,0.00,-4,"1,200.00",0.00
KENALOG IN ORAL BASE GEL 5G TUBE,,PHARMACY,0.00,0,600.00,0.00
KEPPRA TABS 250MG X 60 BLISTER,,PHARMACY,"13,300.00",4,"4,400.00","3,325.00"
KEPPRA TABS 500MG X 60 BLISTER,,HOUSEHOLD ITEMS,"-13,000.00",-2,"6,500.00","4,608.33"
KEROB EYEDROP PACK,,PHARMACY,"2,451.50",1,"3,500.00","2,600.00"
KETAZOL GEL 30G TUBE,,PHARMACY,"12,348.80",21,"1,000.00",680.00
KETAZOL TAB PACK,,PHARMACY,650.00,1,900.00,650.00
KETESSE TABS 25MG X 20 SACHET,,PHARMACY,"79,265.60",17,"6,000.00","2,600.00"
KETHA TABS 250MG X 100 BLISTER,,PHARMACY,"-24,150.00",-69,500.00,350.00
KETINEAL CREAM 20G X 1 TUBE,,PHARMACY,"23,068.37",32,"1,200.00",750.00
KETOCONAZOLE (HOVID) X 100 TABS BLISTER,,PHARMACY,"-7,800.00",-15,700.00,520.00
KETOFUNG CREAM TUBE,,PHARMACY,"20,220.66",19,"1,600.00","1,000.00"
KETOFUNG TABS 200MG X 30 BLISTER,,PHARMACY,"-32,060.00",-27,"1,200.00",860.00
KETORAL CREAM 20G,,PHARMACY,"21,138.23",26,"1,200.00",690.00
KETORAL TABS 200MG,,PHARMACY,"14,634.46",19,"1,200.00",800.00
KETOVAIL TABS  X 14 BLISTER,,System,"4,107.70",4,"1,500.00","1,050.00"
KETOVID CREAM  15G TUBE,,PHARMACY,"-1,060.00",-1,"1,400.00","1,060.00"
KETTESE TABS 25MG X 20 BLISTER,,PHARMACY,"8,153.12",5,"2,200.00","1,630.63"
KEZITIL 500MG BLISTER,,PHARMACY,"19,528.80",6,"4,500.00","3,254.80"
KIDDIETEENS SOAP BLOCK,,COSMETICS,"5,333.33",8,800.00,666.67
KIDDIETEENZ LOTION 250MLS BOTTLE,,COSMETICS,"-1,000.00",-1,"1,000.00",833.33
KIDDIETEENZ LOTION 400MLS BOTTLE,,COSMETICS,"2,600.00",2,"1,600.00","1,300.00"
KIDS AND MORE LOTION B/S 400ML JAR,,COSMETICS,0.00,-5,"1,500.00",0.00
KIDS AND TEEN SOAP SOAP TABLET,,COSMETICS,"3,500.00",6,800.00,583.33
KIDS AND TEENS LOTION 250ML JAR,,COSMETICS,895.83,1,"1,100.00",895.83
KIDS AND TEENS LOTION 350ML X 1 JAR,,COSMETICS,0.00,0,"1,800.00","1,333.33"
KIDS AND TEENS SOAP PCS,,PHARMACY,"6,000.00",12,600.00,500.00
KIDS GLOW LOTION 450ML,,COSMETICS,"1,250.00",1,"1,600.00","1,250.00"
KIDS TOOTHBRUSH,,HOUSEHOLD ITEMS,0.00,0,0.00,150.00
KINBREX CELECOXIB 200MG X 10 PACK,,PHARMACY,"11,749.64",8,"2,100.00","1,500.00"
KING TONIC SYR  200ML BOTTLE,,PHARMACY,"2,208.33",5,600.00,441.67
KINTHOMOL 500MG PACK METHOCARBAMOL,,PHARMACY,"7,600.00",10,"1,300.00",760.00
KISS CONDOM *12,,PHARMACY,"72,322.74",84,"1,300.00",825.83
KISS CONDOM GREEN/PURPLE/BLUE PACK,,PHARMACY,"28,160.89",88,500.00,312.36
KISS CONDOM RED X 3,,PHARMACY,"115,893.23",349,500.00,312.36
KISS LUBE 120ML PACK,,PHARMACY,"40,777.04",13,"4,400.00","3,200.00"
KISS LUBE 50ML BOTTLE,,PHARMACY,"86,253.60",40,"3,000.00","2,170.00"
KISS LUBE 75ML BOTTLE,,PHARMACY,"74,801.32",31,"3,300.00","2,395.00"
KISSKID BABY WIPES PACK,,System,0.00,0,"1,400.00","1,166.67"
KISSKID ECO,,HOUSEHOLD ITEMS,"212,491.98",32,"6,400.00","5,550.00"
KISSKID JUMBO,,HOUSEHOLD ITEMS,"520,614.71",52,"11,600.00","10,100.00"
KISSKID S/S,,HOUSEHOLD ITEMS,"43,730.63",44,"1,200.00","1,000.00"
KIT KAT 41.6G PCS,,CHOCOLATES,"64,081.20",54,"1,500.00","1,250.00"
KITKAT CHUNKY 70G FOIL STRIP,,CHOCOLATES,"32,997.60",72,0.00,458.30
KLC-RETARD (SLOW K) X 40 SACHET,,PHARMACY,0.00,0,"1,000.00",0.00
KLINFAST FORTE VAG PESSARY,,PHARMACY,0.00,0,"3,500.00","2,600.00"
KLINFAST VAGINAL TAB PACK,,PHARMACY,"-18,000.00",-6,"3,200.00","2,400.00"
KLINSULF (SULPHUR OINTMENT),,PHARMACY,433.34,1,"1,000.00",433.33
KLOVINAL X 6 PESSARY PACK,,PHARMACY,"101,106.33",26,"5,800.00","4,000.00"
KNOZZY SALINE NASAL DROPS,,PHARMACY,"14,400.00",6,"3,200.00","2,400.00"
KOILS INFANT TEETHING POWDER,,PHARMACY,"19,377.93",22,"1,500.00",900.00
KOLD TIME,,PHARMACY,"1,976.00",13,250.00,152.00
KONGY CAP X20,,PHARMACY,0.00,0,"5,100.00","3,800.00"
KOPIKO SWEET,,CHOCOLATES,"13,458.28",475,50.00,28.33
KOTASE TABS 40MG X 100 BLISTER,,PHARMACY,"11,815.55",14,"1,200.00",865.00
KOTEX PANTY LINER,,PHARMACY,304.17,1,450.00,304.17
KOYONOL TABS BLISTER,,PHARMACY,"2,897.13",38,200.00,70.00
KOYOTIL (LOPERAMIDE 2MG) X10,,PHARMACY,"10,200.00",85,400.00,120.00
KRISTRYP PACK CHYMORAL,,PHARMACY,"-9,000.00",-9,"1,000.00",700.00
KRUSHER TABS  X 20 BLISTER,,PHARMACY,"21,706.80",46,700.00,440.00
KS TOOTHBRUSH SINGLE,,HOUSEHOLD ITEMS,0.00,0,250.00,208.33
KUNIMED ACTIVATED CHARCOAL POWD TIN,,System,"2,806.67",2,"2,000.00","1,455.00"
K-Y GEL LUBRICANT 42G TUBE,,PHARMACY,"8,993.58",5,"5,000.00","1,800.00"
K-Y JELLY JOHNSON JOHNSON TUBE,,PHARMACY,600.00,1,0.00,600.00
L & K CAP NATURE'S FIELD,,PHARMACY,0.00,0,"24,500.00","18,100.00"
LABET 200MG TAB BLISTER,,PHARMACY,"111,726.70",33,"5,000.00","3,300.00"
LABOPLEX VITAMIN B CO 10ML INJ BOTTLE,,PHARMACY,"-6,300.00",-21,300.00,160.00
LABOSAN   X 20 PACK,,PHARMACY,"4,504.38",40,200.00,135.00
LACTOGEN  1 400G TIN,,FOOD ITEMS,"177,855.58",28,"8,000.00","6,583.33"
LACTOGEN  2 400G TIN,,FOOD ITEMS,"105,824.56",16,"8,000.00","6,583.33"
LADY CARE PAD PACK,,COSMETICS,"72,224.88",112,"1,000.00",750.00
LADY SEPT/ DELE PAD PACK,,HOUSEHOLD ITEMS,"25,386.24",25,"1,700.00","1,200.00"
LADYS OWN TONIC 200ML BOTTLE,,PHARMACY,0.00,0,"1,000.00",760.00
LANNCOOL INHALER,,PHARMACY,"7,954.36",27,500.00,316.67
LANTUS SOLOSTAR INJ 100 I.U VIALS,,PHARMACY,"86,410.35",7,"17,000.00","12,200.00"
L-ARGNINE TAB,,PHARMACY,"2,905.00",35,100.00,83.00
LARIS 80/480 PACK,,HOUSEHOLD ITEMS,"6,700.00",10,"1,000.00",670.00
LARYKUL 75MG BLISTER PREGABALIN,,PHARMACY,"11,368.63",13,"1,400.00",866.67
LARYKUL FORTE BLISTER,,PHARMACY,"5,866.67",2,"4,000.00","2,933.33"
LARYKUL PLUS BLISTER,,PHARMACY,"8,800.01",3,"4,000.00","2,933.33"
LASIX 40MG PACK FUROSEMIDE,,PHARMACY,0.00,0,"4,500.00","3,200.00"
LASMEGA 250MG CEFUROXIME,,PHARMACY,0.00,0,"2,700.00","1,650.00"
LATANOPROST EYEDROP KORYLNS,,PHARMACY,"10,900.00",2,"6,800.00","4,999.00"
LAXAT EYE DROPS BOTTLE,,PHARMACY,"-44,780.00",-4,"12,000.00","8,780.00"
LAXOMAG SUSPENSION 200MLS,,PHARMACY,"8,791.67",5,"3,000.00","1,750.00"
LDNIL  20MG SACHET,,System,"6,450.00",3,"2,800.00","2,150.00"
LDNIL 10MG TABS SACHET,,PHARMACY,"16,866.67",11,"2,000.00","1,533.33"
LDNIL 5MG TABS BLISTER,,System,0.00,-1,"1,000.00",0.00
LEA SOAP,,HOUSEHOLD ITEMS,500.00,1,600.00,500.00
LECKERS OAT 500G PACK,,System,0.00,0,"1,200.00",725.00
LEMON EXTRA RICH CREAM (CUP) 42 JAR,,System,0.00,0,650.00,0.00
